,cnae_code,ativ_desc,description,code_description
804,4684299,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,Wholesale trade of other chemical and petrochemical products not otherwise specified,4684299 - Wholesale trade of other chemical and petrochemical products not otherwise specified
805,4685100,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção","Wholesale trade of steel and metal products, except for construction","4685100 - Wholesale trade of steel and metal products, except for construction"
806,4686901,Comércio atacadista de papel e papelão em bruto,Wholesale trade of paper and raw cardboard,4686901 - Wholesale trade of paper and raw cardboard
807,4686902,Comércio atacadista de embalagens,Packaging wholesale trade,4686902 - Packaging wholesale trade
808,4687701,Comércio atacadista de resíduos de papel e papelão,Wholesale trade of paper and cardboard waste,4687701 - Wholesale trade of paper and cardboard waste
809,4687702,"Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão","Wholesale trade of non-metallic waste and scrap, except paper and cardboard","4687702 - Wholesale trade of non-metallic waste and scrap, except paper and cardboard"
810,4687703,Comércio atacadista de resíduos e sucatas metálicos,Wholesale trade of metal scrap and waste,4687703 - Wholesale trade of metal scrap and waste
811,4689301,"Comércio atacadista de produtos da extração mineral, exceto combustíveis","Wholesale trade in mineral extraction products, except fuels","4689301 - Wholesale trade in mineral extraction products, except fuels"
812,4689302,Comércio atacadista de fios e fibras beneficiados,Wholesale trade of processed yarns and fibers,4689302 - Wholesale trade of processed yarns and fibers
813,4689399,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,Wholesale trade specializing in other intermediate products not specified above,4689399 - Wholesale trade specializing in other intermediate products not specified above
814,4691500,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios","Wholesale trade of general merchandise, with a predominance of food products","4691500 - Wholesale trade of general merchandise, with a predominance of food products"
815,4692300,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários","Wholesale trade of general merchandise, with a predominance of agricultural inputs","4692300 - Wholesale trade of general merchandise, with a predominance of agricultural inputs"
816,4693100,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários","Wholesale trade of general merchandise, with no predominance of food or agricultural inputs","4693100 - Wholesale trade of general merchandise, with no predominance of food or agricultural inputs"
817,4711301,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados","Retail sales of general merchandise, with a predominance of food products - hypermarkets","4711301 - Retail sales of general merchandise, with a predominance of food products - hypermarkets"
818,4711302,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados","Retail sales of general merchandise, with a predominance of food products - supermarkets","4711302 - Retail sales of general merchandise, with a predominance of food products - supermarkets"
819,4712100,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","Retail sales of general merchandise, with a predominance of food products - mini-markets, grocery stores and warehouses","4712100 - Retail sales of general merchandise, with a predominance of food products - mini-markets, grocery stores and warehouses"
820,4713001,Lojas de departamentos ou magazines,Department stores or department stores,4713001 - Department stores or department stores
821,4713002,"Lojas de variedades, exceto lojas de departamentos ou magazines","Variety stores, except department stores or department stores","4713002 - Variety stores, except department stores or department stores"
822,4713003,Lojas duty free de aeroportos internacionais,International airport duty free shops,4713003 - International airport duty free shops
823,4713004,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)","Department stores or department stores, except duty free stores","4713004 - Department stores or department stores, except duty free stores"
824,4713005,"Lojas francas (Duty free) de aeroportos, portos e em fronteiras terrestres","Duty free shops at airports, ports and land borders","4713005 - Duty free shops at airports, ports and land borders"
825,4721101,Padaria e confeitaria com predominância de produção própria,Bakery and confectionery with a predominance of own production,4721101 - Bakery and confectionery with a predominance of own production
826,4721102,Padaria e confeitaria com predominância de revenda,Bakery and confectionery with a predominance of resale,4721102 - Bakery and confectionery with a predominance of resale
827,4721103,Comércio varejista de laticínios e frios,Retail trade of dairy and cold products,4721103 - Retail trade of dairy and cold products
828,4721104,"Comércio varejista de doces, balas, bombons e semelhantes","Retail trade of sweets, candies, candies and the like","4721104 - Retail trade of sweets, candies, candies and the like"
829,4722901,Comércio varejista de carnes - açougues,Meat retail trade - butchers,4722901 - Meat retail trade - butchers
830,4722902,Peixaria,Fishmonger,4722902 - Fishmonger
831,4723700,Comércio varejista de bebidas,Retail trade of beverages,4723700 - Retail trade of beverages
832,4724500,Comércio varejista de hortifrutigranjeiros,Retail trade of fresh produce,4724500 - Retail trade of fresh produce
833,4729601,Tabacaria,tobacco shop,4729601 - tobacco shop
834,4729602,Comércio varejista de mercadorias em lojas de conveniência,Retail sale of goods in convenience stores,4729602 - Retail sale of goods in convenience stores
835,4729699,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,Retail trade of food products in general or specialized in food products not otherwise specified,4729699 - Retail trade of food products in general or specialized in food products not otherwise specified
836,4731800,Comércio varejista de combustíveis para veículos automotores,Retail trade of fuel for motor vehicles,4731800 - Retail trade of fuel for motor vehicles
837,4732600,Comércio varejista de lubrificantes,Retail trade of lubricants,4732600 - Retail trade of lubricants
838,4741500,Comércio varejista de tintas e materiais para pintura,Retail trade of paints and materials for painting,4741500 - Retail trade of paints and materials for painting
839,4742300,Comércio varejista de material elétrico,Retail trade of electrical material,4742300 - Retail trade of electrical material
